timestamp,consumption_l,is_leak,household_id
2025-11-01 00:00:00,0.0,0,household_apartment_single_person_7748
2025-11-01 00:15:00,0.0,0,household_apartment_single_person_7748
2025-11-01 00:30:00,0.0,0,household_apartment_single_person_7748
2025-11-01 00:45:00,0.0,0,household_apartment_single_person_7748
2025-11-01 01:00:00,0.0,0,household_apartment_single_person_7748
2025-11-01 01:15:00,0.0,0,household_apartment_single_person_7748
2025-11-01 01:30:00,0.0,0,household_apartment_single_person_7748
2025-11-01 01:45:00,0.0,0,household_apartment_single_person_7748
2025-11-01 02:00:00,0.0,0,household_apartment_single_person_7748
2025-11-01 02:15:00,0.0,0,household_apartment_single_person_7748
2025-11-01 02:30:00,0.0,0,household_apartment_single_person_7748
2025-11-01 02:45:00,0.0,0,household_apartment_single_person_7748
2025-11-01 03:00:00,0.0,0,household_apartment_single_person_7748
2025-11-01 03:15:00,2.1460408894500036,0,household_apartment_single_person_7748
2025-11-01 03:30:00,0.0,0,household_apartment_single_person_7748
2025-11-01 03:45:00,0.0,0,household_apartment_single_person_7748
2025-11-01 04:00:00,3.4802213626363994,0,household_apartment_single_person_7748
2025-11-01 04:15:00,0.0,0,household_apartment_single_person_7748
2025-11-01 04:30:00,0.0,0,household_apartment_single_person_7748
2025-11-01 04:45:00,0.0,0,household_apartment_single_person_7748
2025-11-01 05:00:00,0.0,0,household_apartment_single_person_7748
2025-11-01 05:15:00,2.7472941172996634,0,household_apartment_single_person_7748
2025-11-01 05:30:00,0.0,0,household_apartment_single_person_7748
2025-11-01 05:45:00,0.0,0,household_apartment_single_person_7748
2025-11-01 06:00:00,0.0,0,household_apartment_single_person_7748
2025-11-01 06:15:00,0.0,0,household_apartment_single_person_7748
2025-11-01 06:30:00,0.8197218165207122,0,household_apartment_single_person_7748
2025-11-01 06:45:00,0.0,0,household_apartment_single_person_7748
2025-11-01 07:00:00,0.0,0,household_apartment_single_person_7748
2025-11-01 07:15:00,0.0,0,household_apartment_single_person_7748
2025-11-01 07:30:00,0.0,0,household_apartment_single_person_7748
2025-11-01 07:45:00,0.0,0,household_apartment_single_person_7748
2025-11-01 08:00:00,3.0,1,household_apartment_single_person_7748
2025-11-01 08:15:00,3.0,1,household_apartment_single_person_7748
2025-11-01 08:30:00,3.0,1,household_apartment_single_person_7748
2025-11-01 08:45:00,3.0,1,household_apartment_single_person_7748
2025-11-01 09:00:00,3.0,1,household_apartment_single_person_7748
2025-11-01 09:15:00,3.0,1,household_apartment_single_person_7748
2025-11-01 09:30:00,5.692770449014127,1,household_apartment_single_person_7748
2025-11-01 09:45:00,3.0,1,household_apartment_single_person_7748
2025-11-01 10:00:00,3.0,1,household_apartment_single_person_7748
2025-11-01 10:15:00,3.0,1,household_apartment_single_person_7748
2025-11-01 10:30:00,3.0,1,household_apartment_single_person_7748
2025-11-01 10:45:00,6.089617816802994,1,household_apartment_single_person_7748
2025-11-01 11:00:00,3.0,1,household_apartment_single_person_7748
2025-11-01 11:15:00,3.0,1,household_apartment_single_person_7748
2025-11-01 11:30:00,3.0,1,household_apartment_single_person_7748
2025-11-01 11:45:00,3.540620048745007,1,household_apartment_single_person_7748
2025-11-01 12:00:00,3.0,1,household_apartment_single_person_7748
2025-11-01 12:15:00,3.0,1,household_apartment_single_person_7748
2025-11-01 12:30:00,3.0,1,household_apartment_single_person_7748
2025-11-01 12:45:00,6.8255747423502395,1,household_apartment_single_person_7748
2025-11-01 13:00:00,3.0,1,household_apartment_single_person_7748
2025-11-01 13:15:00,6.183485811189775,1,household_apartment_single_person_7748
2025-11-01 13:30:00,3.0,1,household_apartment_single_person_7748
2025-11-01 13:45:00,8.863318684454823,1,household_apartment_single_person_7748
2025-11-01 14:00:00,6.3664268454763295,1,household_apartment_single_person_7748
2025-11-01 14:15:00,6.9415252537798775,1,household_apartment_single_person_7748
2025-11-01 14:30:00,13.687971918018638,1,household_apartment_single_person_7748
2025-11-01 14:45:00,3.0,1,household_apartment_single_person_7748
2025-11-01 15:00:00,3.0,1,household_apartment_single_person_7748
2025-11-01 15:15:00,5.277495287592863,1,household_apartment_single_person_7748
2025-11-01 15:30:00,3.0,1,household_apartment_single_person_7748
2025-11-01 15:45:00,3.0,1,household_apartment_single_person_7748
